"Invoice Email Sender","E-Mail-Absender für Rechnung"
"Invoice Email Template","E-Mail-Vorlage für Rechnung"
"Invoice Email Template for Guest","Rechnungs-E-Mail-Vorlage für Gast"
"Invoice Update","Rechnungs-Update"
"Invoice Update for Guest","Rechnungs-Update für Gast"
"Invoice and Packing Slip Design","Rechnungs- und des Lieferschein-Gestaltung"
"Invoice can not be canceled","Rechnung kann nicht abgebrochen werden"
"Invoice can not be captured","Rechnung kann nicht erfasst werden"
"Invoice can not be void","Rechnung kann nicht augehoben werden"
"Invoice cancel problem","Problem beim Rechnungsabbruch"
"Invoice capture problem","Problem beim Erfassen der Rechnungs"
"Invoice email not sent","Rechnungs-E-Mail nicht versandt"
"Invoice email sent","Rechnungs-E-Mail versandt"
"Invoice void problem","Problem beim Aufheben der Rechnung"
"Invoiced","In Rechnung gestellt"
"Invoices","Rechnungen"
"Item","Artikel"
"Item Status","Artikelstatus"
"Item object is not specified.","Artikelobjekt wurde nicht angegeben."
"Item option with code %s already exist","Artikeloption mit dem Code %s existiert bereits"
"Item options declare error","Fehler beim Deklarieren der Artikeloptionen"
"Item ordered qty","Artikel-Stückzahl bestellt"
"Item qty declare error","Fehler beim Bestimmen der Artikelmenge"
"Items Invoiced","Artikel in Rechnung gestellt"
"Items Ordered","Artikel bestellt"
"Items Refunded","Artikel zurückerstattet"
"Items Shipped","Artikel versandt"
"Items options declare error.","Fehler beim Deklarieren der Artikeloptionen."
"Items to Invoice","Artikel - in Rechnung zu stellen"
"Items to Refund","Artikel - zurück zu erstatten"
"Items to Ship","Artikel - zu versenden"
"Last ordered items","Zuletzt bestellte Artikel"
"Link to the new order","Link zur neuen Bestellung"
"Link to the previous order","Link zu vorheriger Bestellung"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo nur für HTML-Dokumente. Falls leer gelassen, wird das Standardlogo benutzt.<br />(jpeg, gif, png)"
"Logo for HTML print view","Logo für HTML-Druckansicht"
"Logo for PDF print-outs (200x50)","Logo für PDF-Ausdrucke (200x50)"
"Message","Nachricht"
"Message:","Nachricht:"
"Minimum amount","Mindestmenge"
"Minimum order amount","Mindestbestellmenge"
"Mixed","Gemischt"
"Move to Shopping Cart","In den Warenkorb verschieben"
"Move to Wishlist","Auf den Wunschzettel verschieben"
"Multi-address description message","Mehrfach-Adressen Beschreibungsnachricht"
"Multi-address error to show in shopping cart","Im Warenkorb anzuzeigender Mehrfach-Adressen-Fehler"
"My Orders","Meine Bestellungen"
"My Orders - Details","Meine Bestellungen - Details"
"Name","Name"
"New","Neu"
"New Credit Memo","Neue Gutschrift"
"New Credit Memo for Guest","Neue Gutschrift für Gast"
"New Invoice","Neue Rechnung"
"New Invoice for Guest","Neue Rechnung für Gast"
"New Order","Neue Bestellung"
"New Order Confirmation Email Sender","E-Mail-Absender für neue Bestellbestätigung"
"New Order Confirmation Template","Vorlage für neue Bestellbestätigung "
"New Order Confirmation Template for Guest","Neue Bestellungsbestätigungs-Vorlage für Gast"
"New Order RSS","RSS für neue Bestellungen"
"New Order for Guest","Neue Bestellung für Gast"
"New Shipment","Neuer Versand"
"New Shipment for Guest","Neuer Versand für Gast"
"New Status","Neuer Status"
"Newsletter Subscription","Newsletter-Anmeldungen"
"No Items","Keine Artikel"
"No Items To Refund","Keine Artikel zum Zurückerstatten"
"No Payment Methods","Keine Bezahlarten"
"No detail for number ""%s""","Keine Details für Nr. ""%s"""
"No items","Keine Artikel"
"No ordered items","keine bestellten Artikel"
"No shipping information available","Keine Versandinformationen verfügbar"
"Not Capture","Nicht erfasst"
"Not Notified","Nicht benachrichtigt"
"Notified","Benachrichtigt"
"Notify Customer","Kunden informieren"
"Number","Nummer"
"On Hold","zurückgestellt"
"Order","Bestellung"
"Order #","Bestellung Nr."
"Order # ","Bestellung Nr. "
"Order # %s","Bestellung Nr. %s"
"Order #%s","Bestellung Nr. %s"
"Order #%s - %s","Bestellung Nr. %s - <small><em>%s</em></small>"
"Order API","bestellungs-API"
"Order Comment","Bestellkommentar"
"Order Comment Email Sender","E-Mail-Absender für Bestellkommentar"
"Order Comment Email Template","E-Mail-Vorlage für Bestellkommentar"
"Order Comment Email Template for Guest","Order Comment Email Template for Guest"
"Order Comments","Bestellkommentare"
"Order Credit Memos","Bestellungs-Gutschriften"
"Order Currency:","Währung der Bestellung:"
"Order Date","Bestelldatum"
"Order Date (%s)","Bestellungsdatum (%s)"
"Order Date: ","Bestelldatum:"
"Order Date: %s","<p><strong>Bestelldatum:</strong> %s</p>"
"Order Details","Bestelldetails"
"Order Grand Total","Bestellung Gesamtbetrag"
"Order History","Bestellverlauf"
"Order Information","Bestellinformationen"
"Order Invoices","Bestellungsrechnungen"
"Order Shipments","Bestellungs-Versand"
"Order Status","Bestellstatus"
"Order Subtotal","Bestellung Zwischentotal"
"Order Subtotal:","Bestellung Zwischentotal:"
"Order Total","Bestellung Gesamtbetrag"
"Order Totals","Bestellung Gesamtbeträge"
"Order Update","Bestellaktualisierung"
"Order Update for Guest","Bestellungs-Update für Gast"
"Order View","Bestellansicht"
"Order invoice","Bestellungsrechnung"
"Order object is not specified.","Bestellungsobjekt nicht angegeben"
"Order saving error: %s","Fehler beim Speichern der Bestellung: %s"
"Order shipments","Bestellungs-Versand"
"Order was not cancelled.","Bestellung wurde nicht storniert"
"Order was not put on hold.","Bestellung wurde nicht zurückgestellt."
"Order was not unholded.","Bestellung wurde nicht wiederaufgenommen."
"Order was placed using %s","Bestellung wurde aufgegeben mittels %s"
"Order was successfully cancelled.","Bestellung wurde storniert"
"Order was successfully put on hold.","Bestellung wurde zurückgestellt."
"Order was successfully released from holding status.","Bestellungs erfolgreich vom Status 'zurück gestellt' befreit."
"Ordered","Bestellt"
"Orders","Bestellungen"
"Original Price","Originalpreis"
"PDF Credit Memos","PDF Gutschriften"
"PDF Invoices","PDF Rechnungen"
"PDF Packingslips","PDF Packzettel"
"PDF Print-outs","PDF-Ausdrucke"
"PDF object is not specified.","PDF-Objekt nicht angegeben."
"PDF page object is not specified.","PDF Seitenobjekt nicht angegeben."
"Packingslip # ","Packzettel Nr."
"Paid","Bezahlt"
"Paid Amount","Einzahlungsbetrag"
"Partial","teilweise"
"Payment Failed","Zahlung schlug fehl"
"Payment Information","Zahlungsinformation"
"Payment Method","Zahlweise"
"Payment Method:","Payment Method:"
"Pending","Ausstehend"
"Pending PayPal","Ausstehend PayPal"
"Pending Payment","Ausstehende Zahlung"
"Placed from IP","Von IP platziert"
"Please enter positive number in this field.","Bitte einen positiven Wert in dieses Feld eintragen."
"Please select a customer","Bitte wählen Sie einen Kunden"
"Please select a store","Bitte wählen Sie einen Store"
"Please select products to add","Bitte wählen Sie Produkte, die hinzugefügt werden sollen"
"Price","Preis"
"Print","Drucken"
"Print All","Alle drucken"
"Print All Invoices","Alle Rechnungen drucken"
"Print All Refunds","Alle Erstattungen drucken"
"Print All Shipments","Alle Versandinformationen drucken"
"Print Credit Memos","Alle Gutschriften drucken"
"Print Invoice","Rechnung drucken"
"Print Invoices","Rechnungen drucken"
"Print Order","Bestellung drucken"
"Print Order # %s","bestellung Nr. %s ausdrucken"
"Print Packingslips","Packzettel drucken"
"Print Refund","Erstattung drucken"
"Print Shipment","Versandinformationen drucken"
"Processing","Verarbeitung"
"Processing data problem","Fehler bei der Datenverarbeitung."
"Product","Produkt"
"Product Name","Produktname"
"Products","Produkte"
"Products in Compare List","Produkte in Vergleichsliste"
"Purchased From","Gekauft in"
"Purchased On","Gekauft am"
"Purchased from (store)","Gekauft in (Shop)"
"QTY","Menge"
"Qty","Menge"
"Qty Invoiced","Menge in Rechnung gestellt"
"Qty Ordered","Menge bestellt"
"Qty Shipped","Menge versandt"
"Qty To Add","Menge hinzuzufügen"
"Qty to Invoice","Menge in Rechnung zu stellen"
"Qty to Refund","Zurückzuerstattende Anzahl"
"Qty to Ship","Zu versendende Anzahl"
"Recent Orders","Letzte Bestellungen"
"Recently Compared Products","Zuletzt verglichene Produkte"
"Recently Viewed","Zuletzt angesehen"
"Recently Viewed Products","Zuletzt angesehene Produkte"
"Refresh","Aktualisieren"
"Refund","Rückerstatten"
"Refund #","Rückerstattung Nr."
"Refund #%s","Rückerstattung Nr. %s"
"Refund Amount","Rückerstattung"
"Refund Offline","Rückerstattung (offline)"
"Refund Shipping","Rückerstattung Versand"
"Refund Totals","Rückerstattung Total"
"Refunded","Rückerstattet"
"Refunds","Rückerstattungen"
"Remove","Entfernen"
"Remove Coupon Code","Gutschein entfernen"
"Remove tracking number","Trackingnummer entfernen"
"Reorder","Nachbestellen"
"Retrieve invoice info","Rechnungsinfo finden"
"Retrieve invoice information","Rechnungsinformationen finden"
"Retrieve list of invoices by filters","Rechnungsliste mit Filter finden"
"Retrieve list of orders by filters","Bestellungsliste mit Filter finden"
"Retrieve list of shipments by filters","Versandliste mit Filter finden"
"Retrieve order information","Bestellungsinformationen finden"
"Retrieve orders info","Bestellungsinfo finden"
"Retrieve shipment info","Versandinfo finden shipment info"
"Retrieve shipment information","Versandinformationen finden shipment info"
"Return to Stock","Return to Stock"
"Returned","Zurückgeschickt"
"Row Subtotal","Zeilen.Zwischentotal"
"Row Total","Zeile Total"
"SHIP TO:","VERSAND AN:"
"SKU","Artikelnummer"
"SOLD TO:","VERKAUFT AN:"
"Sales","Verkäufe"
"Sales Emails","Verkaufsmails"
"Sales Emails Section","Bereich Verkaufs-E-Mails"
"Sales Section","Bereich Verkauf"
"Same As Billing Address","wie Rechnungsanschrift"
"Save and Close Message","Nachricht speichern und schliessen"
"Save in address book","Im Adressbuch speichern"
"Select from existing customer addresses:","Aus bestehenden Kundenadressen:"
"Send Credit Memo Comment Email Copy To","Sende Gutschriftenkommentar als Kopie an E-Mail"
"Send Credit Memo Email Copy To","Sende Gutschrift als Kopie an E-Mail"
"Send Invoice Comment Email Copy To","Sende Rechnungskommentar als Kopie an E-Mail"
"Send Invoice Email Copy To","Sende Rechnung als Kopie an E-Mail"
"Send Order Comment Email Copy To","Sende Bestellkommentar als Kopie an E-Mail"
"Send Order Email Copy Method","Bestellungs-E-Mail-Kopie Sendeart"
"Send Order Email Copy To","Sende Bestellung als Kopie an E-Mail"
"Send Shipment Comment Email Copy To","Sende Versandkommentar als Kopie an E-Mail"
"Send Shipment Email Copy To","Sende Versandinformationen als Kopie an E-Mail"
"Send Tracking Information","Trackinginformationen senden"
"Ship","Senden"
"Ship to","Senden an"
"Ship to First name","Versand - Vorname"
"Ship to Last name","Versand - Nachname"
"Ship to Name","Versand - Name"
"Shipment","Versand"
"Shipment #","Versand Nr."
"Shipment #%s","Versand Nr. %s"
"Shipment Comment Email Sender","E-Mail-Absender für Versandkommentar"
"Shipment Comment Email Template","E-Mail-Vorlage für Versandkommentar "
"Shipment Comment Email Template for Guest","Versandkommentar-E-Mail-Vorlage für Gast"
"Shipment Comments","Versandkommentare"
"Shipment Email Sender","E-Mail-Absender für Versand"
"Shipment Email Template","E-Mail-Vorlage für Versand"
"Shipment Email Template for Guest","Versand-E-Mail-Vorlage für Gast"
"Shipment Update","Versand-Update"
"Shipment Update for Guest","Versand-Update für Gast"
"Shipment email not sent","Versandmail nicht verstandt"
"Shipment email sent","Versandmail versandt"
"Shipments","Sendungen"
"Shipped","Versandt"
"Shipped By","Versandt von"
"Shipping","Versand"
"Shipping & Handling","Versand & Bearbeitung"
"Shipping & Handling:","Versand & Bearbeitung:"
"Shipping &amp; Handling","Versand &amp; Bearbeitung"
"Shipping &amp; Handling Information","Hinweise zu Versand &amp; Bearbeitung"
"Shipping Address","Versandadresse"
"Shipping Amount","Versandmenge"
"Shipping Information","Versandinformationen"
"Shipping Method","Versandart"
"Shipping Method:","Versandart:"
"Shipping Refund","Rückerstattung Versand"
"Shipping and Tracking Information","Versand- und Tracking-Informationen"
"Shopping Cart","Warenkorb"
"Signed Up From","Anmeldung in"
"Sku","Artikelnummer"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","Ihr Warenkorb enthält einige Artikel in einer höheren als zugelassenen Stückzahl. Bitte verringern Sie die Stückzahl, um den Bezahlvorgang fortzusetzen."
"Some of the products below don't have all the required options. Please remove them and add again with all the required options.","Einige unten aufgeführte Produkte haben nicht alle benötigten Optionen. Bitte entfernen Sie diese und fügen Sie diese erneut mit allen benötigten Optionen hinzu."
"Sorry, no quotes are available for this order at this time.","Tut uns leid, für diese Bestellung liegen derzeit keine Angebote vor."
"Source object is not specified.","Quellobjekt nicht angegeben."
"State/Province","Kanton"
"Status","Status"
"Store Credit","Shop-Guthaben"
"Submit Comment","Kommentar übermitteln"
"Submit Credit Memo","Gutschrift übermitteln"
"Submit Invoice","Rechnung übermitteln"
"Submit Order","Bestellung übermitteln"
"Submit Shipment","Sendung übermitteln"
"Subscribe to Newsletter","Für Newsletter anmelden"
"Subscribe to Order Status","Bestellstatus abonnieren"
"Subtotal","Zwischensumme"
"Subtotal after discount","Zwischensumme mit Rabatt"
"Subtotal:","Zwischensumme:"
"TAX/VAT Number","MwSt. Nummer"
"Tax","Steuer"
"Tax :","Steuer :"
"Tax Amount","Steuerbetrag"
"Tax Percent","Steuerprozent"
"Telephone","Telefon"
"The item %s (SKU %s) doesn't exist in the catalog anymore","Der Artikel %s (SKU %s) existiert nicht mehr im Katalog"
"There are no printable documents related to selected orders","Es gibt keine weiteren druckbaren Dokumente mehr im Zusammenhang mit den ausgewählten Bestellungen"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","Diese Nachricht wird im Warenkorb angezeigt, wenn die Zwischensumme mit Rabatt weniger als Mindestbetrag ist"
"This order no longer exists.","Diese Bestellung existiert nicht mehr."
"Tier Pricing","Staffelpreise"
"Title","Titel"
"To","An"
"To Name","Name"
"To:","An:"
"Total %d product(s)","Total %d Produkt(e)"
"Total Due","Gesamt geschuldet"
"Total Paid","Gesamt bezahlt"
"Total Qty","Gesamtmenge"
"Total Refund","Erstattung gesamt"
"Total Refunded","Erstattungen gesamt"
"Total Shipping Charges","Total Versandkosten"
"Total Tax","Total MwSt."
"Total(ex)","Gesamtbetrag (exkl.)"
"Total(inc)","Gesamtbetrag (inkl.)"
"Track Order","Bestellung verfolgen"
"Track all shipment(s)","(Alle) Sendungen verfolgen"
"Track all shipments","Alle Sendungen verfolgen"
"Track this shipment","Diese Sendung verfolgen"
"Track your order","Ihre Bestellungen verfolgen"
"Tracking","Tracking"
"Tracking Number","Tracking-Nummer"
"Tracking Number(s)","Tracking-Nummer(n)"
"Unhold","Wiederaufnehmen"
"Unhold order","Bestellung befreien"
"Unknown State","Status unbekannt"
"Unknown Status","Status unbekannt"
"Update Changes","Änderungen anwenden"
"Update Items and Qty's","Artikel und Mengen aktualisieren"
"Update Qty's","Mengen aktualisieren"
"Validate each address separately in multi-address checkout","Bei Multi-Adressen-Checkout jede Adresse einzeln validieren"
"View","Ansehen"
"View All","Alle ansehen"
"View Order","Bestellung ansehen"
"Void","Aufheben"
"Void invoice","Rechnung aufheben"
"Website","Website"
"Wishlist","Wunschzettel"
"You have placed no orders.","Sie haben keine Bestellungen getätigt."
"ZIP/Post Code","Postleitzahl"
"separate by "",""","getrennt durch "","""
"My Orders","My Orders"
